"","X.1","X","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"78634",204256,204256,7625598,"HS430021","2010-07-26 05:39:00","002XX E ONTARIO ST","2820","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","false","true",1834,18,42,8,"26",1177995,1904540,2010,"02/04/2016 06:33:39 AM",41.893377219,-87.62173353,"(41.893377219, -87.62173353)"
"23715",1738210,1738210,10197717,"HY384909","2015-08-16 03:15:00","121XX S NORMAL AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","true",523,5,34,53,"08A",1175155,1824468,2015,"08/24/2015 03:30:37 PM",41.67372,-87.63455,"(41.673715251, -87.634553597)"
"79613",256443,256443,7704575,"HS512347","2010-09-12 10:50:00","022XX N CICERO AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","STREET","true","false",2522,25,31,19,"18",1144028,1914535,2010,"02/04/2016 06:33:39 AM",41.921509859,-87.746231595,"(41.921509859, -87.746231595)"
"97370",985559,985559,8853009,"HV526268","2012-10-19 03:10:00","046XX W MONROE ST","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false",1113,11,28,25,"05",1145407,1899159,2012,"02/04/2016 06:33:39 AM",41.87929,-87.74155,"(41.879290415, -87.74155445)"
"26392",1195882,1195882,9192114,"HW337119","2013-06-27 03:14:00","051XX S KEDZIE AVE","0810","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","true","false",822,8,14,63,"06",1155917,1870302,2013,"02/04/2016 06:33:39 AM",41.7999,-87.70374,"(41.799898026, -87.703739925)"
"16838",688913,688913,8384106,"HT617715","2011-12-04 04:00:00","012XX W 31ST ST","0560","ASSAULT","SIMPLE","SIDEWALK","false","false",924,9,11,60,"08A",1168266,1884239,2011,"02/04/2016 06:33:39 AM",41.83789,-87.65805,"(41.837885476, -87.658050883)"
"25821",1336625,1336625,9418792,"HW562380","2013-12-07 04:38:00","016XX E 57TH DR","0870","THEFT","POCKET-PICKING","OTHER","false","false",331,3,5,41,"06",1188060,1867537,2013,"02/04/2016 06:33:39 AM",41.7916,-87.58595,"(41.791604141, -87.585951662)"
"50832",1294953,1294953,9350599,"HW494452","2013-10-15 05:10:00","028XX W MEDILL AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","false",1414,14,35,22,"08A",1156787,1915471,2013,"02/04/2016 06:33:39 AM",41.92383,-87.69933,"(41.923829044, -87.699326093)"
"10718",1427313,1427313,9580717,"HX206791","2014-03-03 02:30:00","100XX W OHARE ST","2091","NARCOTICS","FORFEIT PROPERTY","AIRPORT/AIRCRAFT","true","false",1651,16,41,76,"26",1100658,1934241,2014,"02/04/2016 06:33:39 AM",41.97629,-87.90523,"(41.976290414, -87.905227221)"
"5933",2093507,2093507,10813059,"JA112483","2017-01-11 07:04:00","041XX N KENMORE AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","false","false",1915,19,46,3,"26",1168420,1927844,2017,"02/14/2017 03:49:42 PM",41.95754,-87.65622,"(41.957537138, -87.656222966)"
"48157",932402,932402,8769030,"HV443285","2012-08-22 08:30:00","082XX S DOBSON AVE","0820","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","false","false",631,6,8,44,"06",1184673,1850711,2012,"02/04/2016 06:33:39 AM",41.74551,-87.5989,"(41.745512156, -87.598897804)"
"20775",1002944,1002944,8879935,"HV545534","2012-11-01 12:07:00","019XX W HARRISON ST","0460","BATTERY","SIMPLE","HOSPITAL BUILDING/GROUNDS","false","false",1225,12,2,28,"08B",1163352,1897381,2012,"02/04/2016 06:33:39 AM",41.87405,-87.67571,"(41.874052988, -87.675713255)"
"50152",281279,281279,7743260,"HS550911","2010-10-06 02:55:00","035XX W FULTON BLVD","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","SCHOOL, PUBLIC, BUILDING","false","false",1123,11,28,27,"26",1152684,1901766,2010,"02/04/2016 06:33:39 AM",41.886303497,-87.714765311,"(41.886303497, -87.714765311)"
"15022",1993721,1993721,10664452,"HZ414830","2016-08-31 01:30:00","030XX W JACKSON BLVD","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false",1124,11,28,27,"05",1156199,1898533,2016,"09/07/2016 03:47:22 PM",41.87736,-87.70194,"(41.877361575, -87.70194469)"
"79867",1777379,1777379,10266578,"HY452891","2015-10-07 11:40:00","030XX W 54TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",923,9,14,63,"08B",1157061,1868676,2015,"10/14/2015 03:52:42 PM",41.79541,-87.69959,"(41.795412988, -87.699588483)"
"52149",556051,556051,8176920,"HT411607","2011-07-23 11:45:00","061XX S LAFLIN ST","1755","OFFENSE INVOLVING CHILDREN","CHILD ABANDONMENT","APARTMENT","false","true",713,7,16,67,"26",1167386,1864118,2011,"02/04/2016 06:33:39 AM",41.78269,-87.66186,"(41.782690172, -87.661856882)"
"30081",2372049,2372049,9964993,"HY154523","2015-02-17 10:00:00","073XX S SACRAMENTO AVE","0810","THEFT","OVER $500","APARTMENT","false","true",835,8,18,66,"06",1157641,1855909,2015,"08/17/2015 03:03:40 PM",41.76037,-87.69781,"(41.760366729, -87.697807585)"
"27725",1175985,1175985,9160462,"HW305429","2013-05-10 10:00:00","014XX W CHASE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",2423,24,49,1,"14",1165431,1948362,2013,"02/04/2016 06:33:39 AM",42.0139,-87.66662,"(42.01390341, -87.666624272)"
"89477",1371183,1371183,9479893,"HX132983","2014-01-30 01:15:00","010XX E 83RD ST","502P","OTHER OFFENSE","FALSE/STOLEN/ALTERED TRP","VEHICLE NON-COMMERCIAL","true","false",632,6,8,44,"26",1184408,1850172,2014,"02/04/2016 06:33:39 AM",41.74404,-87.59989,"(41.744039286, -87.599885635)"
"95639",1215511,1215511,9222247,"HW368642","2013-07-18 07:40:00","088XX S COMMERCIAL AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","false","true",423,4,10,46,"08B",1197680,1846835,2013,"02/04/2016 06:33:39 AM",41.73456,-87.55137,"(41.734561588, -87.551367794)"
"32935",2096911,2096911,10818897,"JA119261","2017-01-15 05:20:00","032XX N WESTERN AVE","0460","BATTERY","SIMPLE","BAR OR TAVERN","false","false",1921,19,32,5,"08B",1159800,1921653,2017,"02/14/2017 03:49:42 PM",41.94073,-87.68808,"(41.940731199, -87.688084193)"
"72876",297740,297740,7768500,"HS562887","2010-10-13 05:00:00","015XX W 91ST ST","0560","ASSAULT","SIMPLE","STREET","false","false",2221,22,21,73,"08A",1167460,1844381,2010,"02/04/2016 06:33:39 AM",41.72852756,-87.662150113,"(41.72852756, -87.662150113)"
"85418",2103240,2103240,10829761,"JA130750","2017-01-26 01:00:00","037XX W 103RD ST","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","COLLEGE/UNIVERSITY RESIDENCE HALL","false","true",2211,22,19,74,"26",1153188,1836065,2017,"02/14/2017 03:49:42 PM",41.706,-87.71465,"(41.706000422, -87.714650917)"
"29574",324980,324980,7811209,"HS621181","2010-11-18 07:15:00","034XX N KILDARE AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false",1731,17,30,16,"08A",1147112,1922482,2010,"02/04/2016 06:33:39 AM",41.94325865,-87.734696197,"(41.94325865, -87.734696197)"
"27062",940425,940425,8782251,"HV455491","2012-08-31 05:00:00","064XX S DR MARTIN LUTHER KING JR DR","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false",312,3,20,69,"05",1180027,1862411,2012,"02/04/2016 06:33:39 AM",41.77773,-87.61556,"(41.777725763, -87.615563714)"
"62335",202181,202181,7622967,"HS426645","2010-07-24 01:00:00","084XX S STONY ISLAND AVE","0312","ROBBERY","ARMED:KNIFE/CUTTING INSTRUMENT","STREET","false","false",412,4,8,45,"03",1188267,1849517,2010,"02/04/2016 06:33:39 AM",41.742150773,-87.585766931,"(41.742150773, -87.585766931)"
"36933",1438386,1438386,9599361,"HX250073","2014-05-05 10:30:00","008XX N CENTRAL PARK AVE","2024","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","true","false",1121,11,27,23,"18",1152230,1905354,2014,"02/04/2016 06:33:39 AM",41.89616,-87.71634,"(41.8961583, -87.716337772)"
"52196",2375902,2375902,9972528,"HY162059","2015-02-24 10:30:00","112XX S WALLACE ST","0484","BATTERY","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING","true","false",2233,22,34,49,"08B",1174313,1830380,2015,"08/17/2015 03:03:40 PM",41.68996,-87.63746,"(41.68995741, -87.637460623)"
"81350",1954184,1954184,10595008,"HZ346471","2016-07-12 04:20:00","091XX S LAFAYETTE AVE","0890","THEFT","FROM BUILDING","RESIDENCE-GARAGE","false","false",634,6,21,49,"06",1177540,1844414,2016,"07/19/2016 04:00:08 PM",41.7284,-87.62522,"(41.728396499, -87.625224048)"
"36757",212236,212236,7638032,"HS442518","2010-08-02 06:21:00","041XX N MARINE DR","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE-GARAGE","true","false",2323,19,46,3,"05",1171101,1928058,2010,"02/04/2016 06:33:39 AM",41.958065808,-87.646360506,"(41.958065808, -87.646360506)"
"7771",1785503,1785503,10280017,"HY468172","2015-10-19 06:00:00","014XX W RANDOLPH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1224,12,27,28,"07",1166575,1901181,2015,"10/26/2015 03:55:36 PM",41.88441,-87.66377,"(41.884412116, -87.663771091)"
"600",609652,609652,8260092,"HT494232","2011-09-13 12:10:00","067XX S MARSHFIELD AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false",725,7,15,67,"18",1166502,1860040,2011,"02/04/2016 06:33:39 AM",41.77152,-87.66521,"(41.771518515, -87.665214054)"
"66811",132695,132695,7513352,"HS316584","2010-05-20 01:55:00","034XX S PRAIRIE AVE","0496","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","APARTMENT","true","false",2112,2,3,35,"04B",1178495,1882283,2010,"02/04/2016 06:33:39 AM",41.832291256,-87.620575865,"(41.832291256, -87.620575865)"
"1946",144438,144438,7531691,"HS335471","2010-05-26 06:00:00","009XX N HOMAN AVE","0810","THEFT","OVER $500","RESIDENCE","false","false",1121,11,27,23,"06",1153531,1906249,2010,"02/04/2016 06:33:39 AM",41.898588493,-87.711535607,"(41.898588493, -87.711535607)"
"96366",2113125,2113125,10845394,"JA148556","2017-02-10 12:17:00","012XX W 111TH ST","2092","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","GAS STATION","true","false",2234,22,34,75,"18",1170140,1831176,2017,"02/17/2017 03:49:45 PM",41.69223,-87.65272,"(41.692233255, -87.652715044)"
"72198",1356140,1356140,9452999,"HX106281","2014-01-07 07:00:00","014XX S TRIPP AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","false","true",1011,10,24,29,"08B",1148286,1892720,2014,"02/04/2016 06:33:39 AM",41.86157,-87.73115,"(41.861566075, -87.731148997)"
"89467",417511,417511,7962739,"HT194968","2011-03-09 10:10:00","070XX S ASHLAND AVE","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","true","false",735,7,17,67,"06",1166897,1858031,2011,"02/04/2016 06:33:39 AM",41.765997125,-87.66382344,"(41.765997125, -87.66382344)"
"85722",1370643,1370643,9478651,"HX132119","2014-01-29 05:45:00","0000X W ELM ST","0560","ASSAULT","SIMPLE","RESIDENCE PORCH/HALLWAY","true","false",1824,18,42,8,"08A",1175930,1908090,2014,"02/04/2016 06:33:39 AM",41.90317,-87.62921,"(41.90316534, -87.629210442)"
"66923",989366,989366,8858486,"HV531583","2012-10-23 07:50:00","043XX S CALUMET AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",215,2,3,38,"14",1179156,1876328,2012,"02/04/2016 06:33:39 AM",41.81594,-87.61833,"(41.815935193, -87.618332425)"
"73264",932810,932810,8769567,"HV443926","2012-08-23 08:19:00","029XX W 59TH ST","3730","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING JUSTICE","SIDEWALK","true","false",824,8,16,66,"24",1157959,1865384,2012,"02/04/2016 06:33:39 AM",41.78636,-87.69638,"(41.78636107, -87.696384906)"
"47582",1869031,1869031,10427051,"HZ164585","2016-02-25 12:20:00","002XX W 111TH PL","051A","ASSAULT","AGGRAVATED: HANDGUN","SIDEWALK","false","false",522,5,34,49,"04A",1176692,1831002,2016,"03/03/2016 03:47:16 PM",41.69161,-87.62873,"(41.691611203, -87.628732456)"
"46846",1269963,1269963,9309840,"HW454411","2013-07-31 10:00:00","132XX S RIVERDALE AVE","0890","THEFT","FROM BUILDING","RESIDENCE","false","false",533,5,9,54,"06",1182063,1817221,2013,"02/04/2016 06:33:39 AM",41.65367,-87.60949,"(41.653671888, -87.609492555)"
"70221",2003227,2003227,10683665,"HZ436510","2016-09-10 02:00:00","070XX N CLARK ST","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false",2423,24,49,1,"06",1163408,1946794,2016,"09/19/2016 03:49:04 PM",42.00964,-87.67411,"(42.00964378, -87.67411245)"
"43542",270336,270336,7726230,"HS533948","2010-09-25 08:19:00","085XX S ESCANABA AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","RESIDENCE","true","false",423,4,10,46,"18",1196966,1848930,2010,"02/04/2016 06:33:39 AM",41.740328207,-87.553914007,"(41.740328207, -87.553914007)"
"51814",1090594,1090594,9021262,"HW168924","2013-02-24 06:00:00","042XX N MOBILE AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","true",1624,16,38,15,"26",1133590,1927673,2013,"02/04/2016 06:33:39 AM",41.95775,-87.78427,"(41.957751683, -87.784274917)"
"93775",6408,6408,7309048,"HS113780","2010-01-10 03:30:00","005XX W 58TH ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","true","false",711,7,3,68,"18",1173681,1866468,2010,"02/04/2016 06:33:39 AM",41.789001613,-87.638707981,"(41.789001613, -87.638707981)"
"31781",1195318,1195318,9191440,"HW336359","2013-06-23 07:00:00","071XX S DR MARTIN LUTHER KING JR DR","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",323,3,6,69,"14",1180150,1857704,2013,"02/04/2016 06:33:39 AM",41.76481,-87.61526,"(41.764806456, -87.615256871)"
"7063",190776,190776,7604297,"HS408745","2010-07-09 12:00:00","035XX W ARMITAGE AVE","0860","THEFT","RETAIL THEFT","COMMERCIAL / BUSINESS OFFICE","false","false",1422,14,26,22,"06",1152306,1913056,2010,"02/04/2016 06:33:39 AM",41.917291808,-87.715855006,"(41.917291808, -87.715855006)"
"45910",139827,139827,7524790,"HS325594","2010-05-24 08:30:00","069XX S MERRILL AVE","0810","THEFT","OVER $500","STREET","false","false",331,3,5,43,"06",1191745,1859323,2010,"02/04/2016 06:33:39 AM",41.768975637,-87.572706135,"(41.768975637, -87.572706135)"
"36403",58530,58530,7398135,"HS162491","2010-02-12 05:00:00","088XX S EXCHANGE AVE","2017","NARCOTICS","MANU/DELIVER:CRACK","RESIDENCE","true","false",423,4,10,46,"18",1197301,1846879,2010,"02/04/2016 06:33:39 AM",41.734691768,-87.552754789,"(41.734691768, -87.552754789)"
"13928",1248824,1248824,9276610,"HW420815","2013-08-23 07:00:00","068XX S MAPLEWOOD AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",832,8,15,66,"08B",1160553,1859216,2013,"02/04/2016 06:33:39 AM",41.76938,-87.68704,"(41.769382089, -87.687043886)"
"15215",910760,910760,8733659,"HV409613","2012-07-31 08:45:00","006XX E 79TH ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","STREET","true","false",624,6,6,69,"18",1182031,1852771,2012,"02/04/2016 06:33:39 AM",41.75123,-87.60851,"(41.751226493, -87.608514885)"
"26391",200752,200752,7620742,"HS424209","2010-07-21 03:00:00","065XX S WOOD ST","0820","THEFT","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)","false","false",725,7,15,67,"06",1165468,1861233,2010,"02/04/2016 06:33:39 AM",41.774814244,-87.668970576,"(41.774814244, -87.668970576)"
"1407",1402432,1402432,9536019,"HX189584","2014-03-18 02:10:00","021XX W BARRY AVE","0460","BATTERY","SIMPLE","SMALL RETAIL STORE","false","false",1931,19,32,5,"08B",1161727,1920570,2014,"02/04/2016 06:33:39 AM",41.93772,-87.68103,"(41.937719362, -87.681032068)"
"70118",2159943,2159943,10916679,"JA230280","2017-04-18 10:07:00","013XX E 75TH ST","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","STREET","true","false",324,3,5,43,"15",1186262,1855532,2017,"04/25/2017 03:55:00 PM",41.7587,-87.59292,"(41.758704087, -87.592923477)"
"24724",1400721,1400721,9532853,"HX186867","2014-03-16 01:00:00","014XX N ELK GROVE AVE","0810","THEFT","OVER $500","STREET","false","false",1424,14,1,24,"06",1163870,1910108,2014,"02/04/2016 06:33:39 AM",41.90897,-87.67345,"(41.908965963, -87.673452043)"
"96664",766815,766815,8507306,"HV184099","2010-10-04 12:00:00","084XX W BRYN MAWR AVE","1140","DECEPTIVE PRACTICE","EMBEZZLEMENT","OTHER","false","false",1614,16,41,76,"12",1118965,1936094,2010,"02/04/2016 06:33:39 AM",41.9811,-87.83786,"(41.981104464, -87.837863613)"
"98728",834068,834068,8616861,"HV290494","2012-05-17 09:45:00","012XX W 42ND ST","2820","OTHER OFFENSE","TELEPHONE THREAT","WAREHOUSE","false","false",924,9,11,61,"26",1168651,1877193,2012,"02/04/2016 06:33:39 AM",41.81854,-87.65684,"(41.81854224, -87.656841739)"
"18713",1327046,1327046,9403202,"HW546629","2013-11-24 06:25:00","001XX E ONTARIO ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","true","false",1834,18,42,8,"18",1177150,1904514,2013,"02/04/2016 06:33:39 AM",41.89333,-87.62484,"(41.893325062, -87.624837662)"
"79275",2047272,2047272,10745195,"HZ505941","2016-11-07 09:35:00","108XX S CALHOUN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true",434,4,10,51,"08B",1194905,1833775,2016,"11/26/2016 03:46:14 PM",41.69879,-87.56196,"(41.698792446, -87.56196262)"
"23294",1778073,1778073,10267921,"HY455180","2015-10-07 04:00:00","026XX W CORTLAND ST","0820","THEFT","$500 AND UNDER","RESIDENCE PORCH/HALLWAY","false","false",1421,14,1,22,"06",1158293,1912520,2015,"10/14/2015 03:52:42 PM",41.9157,-87.69387,"(41.915700589, -87.693873306)"
"59492",1105348,1105348,9048549,"HW192957","2013-03-01 12:00:00","056XX N KEDVALE AVE","1585","SEX OFFENSE","OTHER","RESIDENCE","false","true",1711,17,39,13,"17",1147713,1937156,2013,"02/04/2016 06:33:39 AM",41.98351,-87.73211,"(41.983513662, -87.732108755)"
"83736",715802,715802,8426025,"HV104668","2012-01-03 07:00:00","093XX S YATES BLVD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",413,4,7,48,"07",1193804,1843447,2012,"02/04/2016 06:33:39 AM",41.72536,-87.56568,"(41.725360367, -87.565678153)"
"97714",1738179,1738179,10198055,"HY385847","2015-08-16 11:00:00","001XX W HURON ST","0810","THEFT","OVER $500","STREET","false","false",1832,18,42,8,"06",1174840,1905034,2015,"08/24/2015 03:30:37 PM",41.8948,-87.63331,"(41.894803999, -87.633305784)"
"44968",192071,192071,7606350,"HS410415","2010-07-14 02:40:00","025XX S BLUE ISLAND AVE","0320","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","false","false",1034,10,25,31,"03",1162163,1887431,2010,"02/04/2016 06:33:39 AM",41.846774141,-87.680356549,"(41.846774141, -87.680356549)"
"62962",431117,431117,7983952,"HT215782","2011-03-23 08:05:00","051XX S PRAIRIE AVE","0460","BATTERY","SIMPLE","STREET","true","false",232,2,3,40,"08B",1178910,1871097,2011,"02/04/2016 06:33:39 AM",41.80158649,-87.619394194,"(41.80158649, -87.619394194)"
"16415",887002,887002,8696595,"HV373181","2012-07-08 08:00:00","018XX N ORCHARD ST","0810","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","false","false",1813,18,43,7,"06",1171326,1912399,2012,"02/04/2016 06:33:39 AM",41.91509,-87.64599,"(41.915091921, -87.645994887)"
"84353",366472,366472,7878613,"HT109035","2011-01-07 10:30:00","007XX S PULASKI RD","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",1132,11,24,26,"03",1149825,1896664,2011,"02/04/2016 06:33:39 AM",41.872359113,-87.725397029,"(41.872359113, -87.725397029)"
"48763",342222,342222,7839086,"HS651114","2010-12-07 12:30:00","014XX N DAMEN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","PARK PROPERTY","false","false",1424,14,1,24,"14",1162803,1909586,2010,"02/04/2016 06:33:39 AM",41.907556016,-87.677386363,"(41.907556016, -87.677386363)"
"36694",996428,996428,8869439,"HV543109","2012-11-01 12:07:00","077XX S WOLCOTT AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true",611,6,18,71,"08B",1165033,1853343,2012,"02/04/2016 06:33:39 AM",41.75317,-87.67079,"(41.753172209, -87.670788008)"
"88170",2260603,2260603,11065043,"JA403285","2017-08-23 03:05:00","034XX W ADDISON ST","1563","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","VEHICLE NON-COMMERCIAL","false","false",1732,17,35,16,"17",1153000,1923728,2017,"08/30/2017 03:57:57 PM",41.94656,-87.71302,"(41.946562888, -87.713021546)"
"57445",328653,328653,7817744,"HS626582","2010-11-21 07:27:00","0000X W 87TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT/GARAGE(NON.RESID.)","false","false",634,6,21,44,"07",1176822,1847277,2010,"02/04/2016 06:33:39 AM",41.736269116,-87.627768243,"(41.736269116, -87.627768243)"
"27162",449243,449243,8012080,"HT244200","2011-04-11 01:27:00","059XX S SACRAMENTO AVE","051A","ASSAULT","AGGRAVATED: HANDGUN","APARTMENT","true","true",824,8,16,66,"04A",1157400,1865005,2011,"02/04/2016 06:33:39 AM",41.785332386,-87.698444762,"(41.785332386, -87.698444762)"
"34320",347005,347005,7846832,"HS658737","2010-12-13 10:00:00","051XX N AVERS AVE","0890","THEFT","FROM BUILDING","OTHER","false","false",1712,17,39,14,"06",1149789,1933804,2010,"02/04/2016 06:33:39 AM",41.974275321,-87.724561159,"(41.974275321, -87.724561159)"
"13843",2055028,2055028,10757912,"HZ519660","2016-11-17 09:44:00","106XX S WALLACE ST","0630","BURGLARY","ATTEMPT FORCIBLE ENTRY","RESIDENCE","false","false",2233,22,34,49,"05",1174190,1834338,2016,"11/24/2016 03:48:31 PM",41.70082,-87.63779,"(41.700821489, -87.637793916)"
"46708",395516,395516,7925928,"HT158166","2011-02-12 01:50:00","034XX W 47TH ST","2220","LIQUOR LAW VIOLATION","ILLEGAL POSSESSION BY MINOR","PARKING LOT/GARAGE(NON.RESID.)","true","false",821,8,14,58,"22",1154400,1873263,2011,"02/04/2016 06:33:39 AM",41.808053778,-87.709224395,"(41.808053778, -87.709224395)"
"99153",1068286,1068286,8985275,"HW132844","2013-01-26 07:45:00","038XX S ALBANY AVE","3100","PUBLIC PEACE VIOLATION","MOB ACTION","SIDEWALK","true","false",911,9,12,58,"24",1156337,1878822,2013,"02/04/2016 06:33:39 AM",41.82327,-87.70197,"(41.823269576, -87.701970102)"
"62767",1555517,1555517,9796833,"HX445675","2014-09-27 02:15:00","006XX E 47TH ST","0810","THEFT","OVER $500","STREET","false","false",221,2,4,38,"06",1181136,1873987,2014,"02/04/2016 06:33:39 AM",41.80947,-87.61114,"(41.809465864, -87.611141633)"
"79246",1610941,1610941,9891599,"HX542197","2014-12-14 04:38:00","005XX W 85TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false",622,6,21,71,"14",1174012,1848476,2014,"02/04/2016 06:33:39 AM",41.73962,-87.63803,"(41.739622085, -87.638027585)"
"69718",786408,786408,8539159,"HV215749","2012-03-26 12:30:00","062XX N NAPER AVE","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","RESIDENCE-GARAGE","false","false",1611,16,41,10,"14",1132292,1940988,2012,"02/04/2016 06:33:39 AM",41.99431,-87.78874,"(41.994312039, -87.788735691)"
"66738",348896,348896,7850383,"HS663259","2010-12-15 05:16:00","025XX E 81ST ST","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","true",422,4,7,46,"26",1194700,1851760,2010,"02/04/2016 06:33:39 AM",41.748149976,-87.562123272,"(41.748149976, -87.562123272)"
"69911",2239569,2239569,11034879,"JA368323","2017-07-29 05:15:00","011XX E 55TH ST","0610","BURGLARY","FORCIBLE ENTRY","RESTAURANT","false","false",233,2,4,41,"05",1184972,1868770,2017,"08/05/2017 03:50:08 PM",41.79506,-87.59724,"(41.7950607, -87.597235895)"
"18665",1279421,1279421,9326096,"HW469392","2013-09-27 12:00:00","117XX S SANGAMON ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","true","false",524,5,34,53,"18",1172098,1827064,2013,"02/04/2016 06:33:39 AM",41.68091,-87.64567,"(41.680906588, -87.645666683)"
"37391",765942,765942,8506119,"HV183116","2012-03-04 04:43:00","002XX W 103RD ST","1821","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","PARKING LOT/GARAGE(NON.RESID.)","true","false",511,5,9,49,"18",1176618,1836644,2012,"02/04/2016 06:33:39 AM",41.7071,-87.62883,"(41.707095328, -87.628834415)"
"32585",1066671,1066671,8982826,"HW130114","2013-01-24 07:41:00","031XX W POLK ST","502P","OTHER OFFENSE","FALSE/STOLEN/ALTERED TRP","ALLEY","true","false",1134,11,24,27,"26",1155633,1896202,2013,"02/04/2016 06:33:39 AM",41.87098,-87.70409,"(41.870976478, -87.70408564)"
"73136",1318065,1318065,9388743,"HW531998","2013-11-13 12:30:00","008XX N MICHIGAN AVE","0870","THEFT","POCKET-PICKING","CTA BUS","false","false",1833,18,42,8,"06",1177311,1905834,2013,"02/04/2016 06:33:39 AM",41.89694,-87.62421,"(41.896943556, -87.624206307)"
"47100",2288372,2288372,11102364,"JA450294","2017-09-28 01:59:00","051XX W CONCORD PL","2024","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","true","false",2533,25,37,25,"18",1142030,1910489,2017,"10/05/2017 03:52:30 PM",41.91044,-87.75367,"(41.9104445, -87.753673327)"
"15406",1906347,1906347,10294507,"HY474597","2015-10-24 10:00:00","056XX S UNION AVE","4255","KIDNAPPING","UNLAWFUL INTERFERE/VISITATION","RESIDENCE","false","true",711,7,20,68,"26",1172596,1867410,2015,"04/15/2016 03:49:27 PM",41.79161,-87.64266,"(41.79161055, -87.642658545)"
"80798",2189759,2189759,10960224,"JA282112","2017-05-28 12:40:00","056XX S CARPENTER ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true",712,7,16,68,"08B",1170274,1867500,2017,"06/04/2017 03:51:15 PM",41.79191,-87.65117,"(41.791908395, -87.651170238)"
