"","X.1","X","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"90766",1765975,1765975,10246089,"HY434049","2015-09-22 03:00:00","026XX W PERSHING RD","0820","THEFT","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)","false","false",911,9,12,58,"06",1159428,1878696,2015,"09/30/2015 03:35:37 PM",41.82286,-87.69063,"(41.822860928, -87.690633793)"
"95127",1165431,1165431,9143575,"HW268646","2013-05-10 02:55:18","018XX S ALLPORT ST","0496","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","RESIDENCE","true","true",1233,12,25,31,"04B",1168329,1891159,2013,"02/04/2016 06:33:39 AM",41.85687,-87.65762,"(41.856873221, -87.657619911)"
"41191",1435949,1435949,9595590,"HX245787","2014-05-02 03:45:00","019XX N HAMLIN AVE","0460","BATTERY","SIMPLE","SCHOOL, PUBLIC, GROUNDS","true","false",2535,25,26,22,"08B",1150737,1912590,2014,"02/04/2016 06:33:39 AM",41.91604,-87.72163,"(41.916043916, -87.721631784)"
"60900",2160194,2160194,10924021,"JA237140","2016-04-05 12:00:00","081XX S PEORIA ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false",613,6,21,71,"11",NA,NA,2016,"04/25/2017 03:55:00 PM",NA,NA,""
"67979",1149059,1149059,9117633,"HW262510","2013-05-06 11:38:00","070XX S WENTWORTH AVE","0454","BATTERY","AGG PO HANDS NO/MIN INJURY","STREET","true","false",731,7,6,69,"08B",1176175,1858384,2013,"02/04/2016 06:33:39 AM",41.76676,-87.62981,"(41.766762591, -87.62980588)"
"21539",59081,59081,7399265,"HS200917","2010-03-10 03:15:00","012XX W 87TH ST","0820","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","false","false",613,6,21,71,"06",1169658,1847094,2010,"02/04/2016 06:33:39 AM",41.735925108,-87.654019923,"(41.735925108, -87.654019923)"
"16367",1665434,1665434,10070250,"HY258692","2015-05-10 08:30:00","072XX S VINCENNES AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",731,7,6,69,"08B",1176353,1856926,2015,"08/17/2015 03:03:40 PM",41.76276,-87.6292,"(41.762757676, -87.629197192)"
"61608",846892,846892,8636170,"HV310324","2012-05-30 10:28:00","082XX S EAST END AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","false",414,4,8,45,"08B",1189031,1850613,2012,"02/04/2016 06:33:39 AM",41.74514,-87.58293,"(41.745140055, -87.582932667)"
"25481",361067,361067,7869861,"HT100533","2011-01-01 02:00:00","048XX W GEORGE ST","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","false",2521,25,31,19,"26",1143584,1918844,2011,"02/04/2016 06:33:39 AM",41.933342514,-87.747754858,"(41.933342514, -87.747754858)"
"95099",961550,961550,8814641,"HV488212","2012-09-23 12:25:00","024XX S DRAKE AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","true",1024,10,22,30,"26",1153087,1887648,2012,"02/04/2016 06:33:39 AM",41.84755,-87.71366,"(41.847554154, -87.713659632)"
"91768",1566716,1566716,9815407,"HX464814","2014-10-12 12:30:00","041XX N LONG AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","false","true",1624,16,38,15,"26",1139604,1927181,2014,"02/04/2016 06:33:39 AM",41.95629,-87.76218,"(41.956293724, -87.762177143)"
"75060",1839521,1839521,10372331,"HZ107352","2016-01-07 01:15:00","065XX W FULLERTON AVE","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","VEHICLE - OTHER RIDE SERVICE","false","false",2512,25,36,19,"11",1132272,1915236,2016,"01/15/2016 12:18:25 PM",41.92365,-87.78941,"(41.923646223, -87.78941054)"
"25202",1859143,1859143,10409510,"HZ146441","2016-02-10 06:15:00","016XX N WELLS ST","0460","BATTERY","SIMPLE","SMALL RETAIL STORE","false","false",1814,18,43,7,"08B",1174407,1911058,2016,"02/17/2016 04:05:35 PM",41.91134,-87.63472,"(41.911343842, -87.63471588)"
"2244",2034102,2034102,10725548,"HZ484352","2016-10-21 01:00:00","061XX S MAJOR AVE","0820","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","false","false",812,8,13,64,"06",1139458,1863209,2016,"10/28/2016 03:46:52 PM",41.78075,-87.76427,"(41.780748564, -87.764272909)"
"55898",1629220,1629220,10006104,"HY196237","2015-03-08 10:00:00","097XX S WESTERN AVE","1752","OFFENSE INVOLVING CHILDREN","AGG CRIM SEX ABUSE FAM MEMBER","RESIDENCE","true","true",2213,22,19,72,"20",1162092,1840020,2015,"08/17/2015 03:03:40 PM",41.71667,-87.68194,"(41.716673442, -87.681935225)"
"22551",1934120,1934120,10565978,"HZ313529","2016-06-18 07:39:00","003XX W 79TH ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","STREET","true","false",623,6,17,69,"18",1175207,1852557,2016,"06/25/2016 03:51:43 PM",41.75079,-87.63353,"(41.750794282, -87.633527706)"
"24805",53256,53256,7389817,"HS191667","2010-03-04 03:25:00","026XX E 79TH ST","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","SMALL RETAIL STORE","false","false",421,4,7,43,"04A",1195477,1853107,2010,"02/04/2016 06:33:39 AM",41.751827103,-87.559231739,"(41.751827103, -87.559231739)"
"55514",1498426,1498426,9700819,"HX350897","2014-07-18 10:29:00","023XX N SPRINGFIELD AVE","1822","NARCOTICS","MANU/DEL:CANNABIS OVER 10 GMS","ALLEY","true","false",2525,25,30,22,"18",1149993,1915266,2014,"02/04/2016 06:33:39 AM",41.9234,-87.7243,"(41.923401633, -87.724295395)"
"77471",575766,575766,8208017,"HT442247","2011-08-11 02:00:00","031XX W VAN BUREN ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false",1134,11,28,27,"03",1155436,1897991,2011,"02/04/2016 06:33:39 AM",41.87589,-87.70476,"(41.87588964, -87.704760802)"
"47156",2106550,2106550,10835184,"JA137142","2017-01-31 07:55:00","017XX N SHEFFIELD AVE","0820","THEFT","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)","false","false",1811,18,32,7,"06",1169382,1911420,2017,"02/14/2017 03:49:42 PM",41.91245,-87.65317,"(41.91244802, -87.653165399)"
"5077",1326260,1326260,9402244,"HW542938","2013-10-06 09:00:00","008XX N PARKSIDE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1511,15,29,25,"07",1138535,1905119,2013,"02/04/2016 06:33:39 AM",41.89577,-87.76664,"(41.895772671, -87.766643137)"
"8286",1687364,1687364,10108477,"HY296950","2015-05-19 12:00:00","044XX S KARLOV AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",815,8,14,57,"06",1149756,1874939,2015,"08/17/2015 03:03:40 PM",41.81274,-87.72621,"(41.812744245, -87.726214191)"
"19076",1377102,1377102,9490088,"HX144023","2014-02-08 12:30:00","011XX S CANAL ST","0820","THEFT","$500 AND UNDER","ATHLETIC CLUB","true","false",124,1,2,28,"06",1173303,1895451,2014,"02/04/2016 06:33:39 AM",41.86854,-87.63924,"(41.868541914, -87.639235361)"
"65651",554898,554898,8175166,"HT409690","2011-07-21 07:30:00","052XX S WINCHESTER AVE","0610","BURGLARY","FORCIBLE ENTRY","VACANT LOT/LAND","false","false",915,9,16,61,"05",1164239,1870020,2011,"02/04/2016 06:33:39 AM",41.79895,-87.67323,"(41.798952863, -87.673228613)"
"91666",1795801,1795801,10396396,"HZ132578","2016-01-29 02:00:00","055XX S WELLS ST","0420","BATTERY","AGGRAVATED:KNIFE/CUTTING INSTR","APARTMENT","true","true",711,7,3,68,"04B",1175549,1868107,2016,"04/20/2016 03:53:11 PM",41.79346,-87.63181,"(41.793457578, -87.631809658)"
"97954",1975033,1975033,10632190,"HZ384826","2016-08-06 12:00:00","086XX S KEDZIE AVE","0890","THEFT","FROM BUILDING","STREET","false","false",834,8,18,70,"06",1156552,1847041,2016,"08/13/2016 03:51:42 PM",41.73605,-87.70204,"(41.736053508, -87.702037296)"
"87532",443217,443217,8002893,"HT219964","2011-03-25 09:00:00","011XX W 50TH ST","0460","BATTERY","SIMPLE","APARTMENT","false","false",921,9,16,61,"08B",1169689,1871646,2011,"02/04/2016 06:33:39 AM",41.8032982,-87.653195042,"(41.8032982, -87.653195042)"
"6182",1744879,1744879,10210295,"HY397051","2015-08-25 12:30:00","015XX N KINGSBURY ST","0820","THEFT","$500 AND UNDER","GROCERY FOOD STORE","false","false",1822,18,32,8,"06",1169505,1910252,2015,"09/01/2015 03:10:12 PM",41.90924,-87.65275,"(41.909240284, -87.65274758)"
"52483",1712852,1712852,10152867,"HY341891","2015-07-03 09:00:00","067XX S PARNELL AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false",722,7,6,68,"11",1173732,1860227,2015,"08/17/2015 03:03:40 PM",41.77187,-87.63871,"(41.771874483, -87.638705836)"
"93309",770565,770565,8513837,"HV190698","2012-03-09 09:45:00","006XX S WABASH AVE","1330","CRIMINAL TRESPASS","TO LAND","OTHER","true","false",123,1,2,32,"26",1176894,1897501,2012,"02/04/2016 06:33:39 AM",41.87409,-87.62599,"(41.874086805, -87.62599014)"
"31861",662478,662478,8342449,"HT575287","2011-11-04 09:00:00","047XX S KARLOV AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",815,8,14,57,"14",1149828,1872829,2011,"02/04/2016 06:33:39 AM",41.80695,-87.726,"(41.806952703, -87.726004785)"
"72386",2326601,2326601,10530815,"HZ273260","2016-05-18 05:50:00","007XX W Montrose Ave","0890","THEFT","FROM BUILDING","NURSING HOME/RETIREMENT HOME","false","false",1915,19,46,3,"06",1170527,1929439,2016,"05/25/2016 03:59:20 PM",41.96187,-87.64843,"(41.961867922, -87.648430138)"
"62331",860386,860386,8656468,"HV331922","2012-06-12 06:00:00","011XX W 76TH ST","0320","ROBBERY","STRONGARM - NO WEAPON","STREET","false","false",612,6,17,71,"03",1169836,1854399,2012,"02/04/2016 06:33:39 AM",41.75597,-87.65316,"(41.755967167, -87.653156245)"
"46960",164518,164518,7563106,"HS367366","2010-06-19 12:20:00","039XX W FERDINAND ST","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","true","true",1122,11,27,23,"26",1150158,1903052,2010,"02/04/2016 06:33:39 AM",41.889882009,-87.724007914,"(41.889882009, -87.724007914)"
"32813",1536236,1536236,9762895,"HX413054","2014-09-02 08:15:00","079XX S PAULINA ST","0460","BATTERY","SIMPLE","STREET","false","false",611,6,21,71,"08B",1166389,1852150,2014,"02/04/2016 06:33:39 AM",41.74987,-87.66585,"(41.749869687, -87.665852691)"
"78063",1375921,1375921,9488101,"HX141509","2014-02-06 11:00:00","006XX W 46TH PL","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","false",925,9,11,61,"26",1172882,1874061,2014,"02/04/2016 06:33:39 AM",41.80986,-87.64141,"(41.809855272, -87.641413525)"
"80930",2959,2959,7303086,"HS106744","2010-01-05 12:15:00","002XX E HURON ST","0890","THEFT","FROM BUILDING","HOSPITAL BUILDING/GROUNDS","false","false",1834,18,42,8,"06",1178046,1905133,2010,"02/04/2016 06:33:39 AM",41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
"6242",1059053,1059053,8970498,"HW118153","2013-01-15 01:15:00","076XX N SHERIDAN RD","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true",2422,24,49,1,"08B",1165467,1950780,2013,"02/04/2016 06:33:39 AM",42.02054,-87.66642,"(42.020537666, -87.666422486)"
"10162",792899,792899,8549710,"HV225802","2012-04-02 11:00:00","010XX N TRUMBULL AVE","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","true","true",1121,11,27,23,"26",1153185,1906665,2012,"02/04/2016 06:33:39 AM",41.89974,-87.7128,"(41.899736911, -87.7127954)"
"66975",980696,980696,8844994,"HV518545","2012-10-14 07:50:00","066XX S WESTERN AVE","502P","OTHER OFFENSE","FALSE/STOLEN/ALTERED TRP","STREET","true","false",832,8,15,66,"26",1161519,1860481,2012,"02/04/2016 06:33:39 AM",41.77283,-87.68347,"(41.772833454, -87.683467916)"
"6955",1131399,1131399,9089543,"HW234593","2013-04-15 04:00:00","025XX W ADDISON ST","0890","THEFT","FROM BUILDING","SCHOOL, PUBLIC, BUILDING","false","false",1921,19,47,5,"06",1158854,1923830,2013,"02/04/2016 06:33:39 AM",41.94672,-87.6915,"(41.946724511, -87.691501175)"
"67082",2068674,2068674,10777363,"HZ543905","2016-12-07 08:30:00","006XX N CENTRAL AVE","0880","THEFT","PURSE-SNATCHING","STREET","false","false",1524,15,37,25,"06",1138908,1903917,2016,"12/14/2016 03:54:55 PM",41.89247,-87.7653,"(41.892467465, -87.765302397)"
"33372",1307501,1307501,9371840,"HW514790","2013-10-30 09:00:00","008XX N LAWNDALE AVE","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false",1112,11,27,23,"06",1151567,1905313,2013,"02/04/2016 06:33:39 AM",41.89606,-87.71877,"(41.89605885, -87.718773934)"
"11455",1181798,1181798,9169445,"HW314722","2013-06-11 10:28:00","120XX S PERRY AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",523,5,9,53,"14",1177765,1825048,2013,"02/04/2016 06:33:39 AM",41.67525,-87.62498,"(41.675248383, -87.624983322)"
"96041",994033,994033,8865747,"HV539567","2012-10-28 07:30:00","064XX S WHIPPLE ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",823,8,15,66,"07",1157160,1861733,2012,"02/04/2016 06:33:39 AM",41.77636,-87.69941,"(41.776358403, -87.699413158)"
"88020",1857612,1857612,10407359,"HZ144273","2016-02-07 01:00:00","097XX S CALUMET AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",511,5,6,49,"14",1180297,1840484,2016,"02/14/2016 03:45:53 PM",41.71755,-87.61524,"(41.717549405, -87.615244748)"
"63879",1932286,1932286,10563329,"HZ310198","2016-06-16 11:30:00","010XX W PERSHING RD","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",915,9,11,60,"14",1170122,1878970,2016,"06/23/2016 03:48:09 PM",41.82339,-87.65139,"(41.823386598, -87.651393874)"
"33188",772884,772884,8517241,"HV194298","2012-03-12 03:30:00","036XX W ARMITAGE AVE","0560","ASSAULT","SIMPLE","STREET","false","false",2525,25,26,22,"08A",1151973,1913049,2012,"02/04/2016 06:33:39 AM",41.91728,-87.71708,"(41.917279172, -87.717078645)"
"5723",1197451,1197451,9194875,"HW339864","2013-06-27 09:00:00","086XX S INDIANA AVE","0890","THEFT","FROM BUILDING","RESIDENCE","false","false",632,6,6,44,"06",1179102,1847745,2013,"02/04/2016 06:33:39 AM",41.7375,-87.6194,"(41.737501768, -87.619400943)"
"19357",239718,239718,7680493,"HS485798","2010-08-28 12:40:00","024XX N LINCOLN AVE","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","APARTMENT","false","false",1933,19,43,7,"24",1169972,1916704,2010,"02/04/2016 06:33:39 AM",41.92693473,-87.650843421,"(41.92693473, -87.650843421)"
"34297",456798,456798,8024342,"HT255947","2011-04-18 06:00:00","110XX S INDIANA AVE","0560","ASSAULT","SIMPLE","STREET","true","true",513,5,9,49,"08A",1179542,1831856,2011,"02/04/2016 06:33:39 AM",41.693890254,-87.618272381,"(41.693890254, -87.618272381)"
"15714",1066015,1066015,8981602,"HW128924","2013-01-23 09:35:00","032XX N OAK PARK AVE","2024","NARCOTICS","POSS: HEROIN(WHITE)","STREET","true","false",1632,16,36,17,"18",1130520,1920747,2013,"02/04/2016 06:33:39 AM",41.9388,-87.79572,"(41.938799385, -87.795721204)"
"16646",801847,801847,8564738,"HV239674","2012-04-12 10:30:00","014XX S KOMENSKY AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","true",1011,10,24,29,"14",1149617,1892762,2012,"02/04/2016 06:33:39 AM",41.86166,-87.72626,"(41.861655606, -87.726262003)"
"12323",1075511,1075511,8997190,"HW129180","2013-01-24 08:41:00","081XX S MARSHFIELD AVE","2014","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","APARTMENT","true","false",614,6,18,71,"18",1166759,1850703,2013,"02/04/2016 06:33:39 AM",41.74589,-87.66454,"(41.745891029, -87.664538063)"
"42423",367051,367051,7879483,"HT110169","2011-01-07 11:30:00","012XX E 97TH ST","2025","NARCOTICS","POSS: HALLUCINOGENS","STREET","true","false",511,5,8,50,"18",1186157,1840934,2011,"02/04/2016 06:33:39 AM",41.71864813,-87.593768051,"(41.71864813, -87.593768051)"
"43967",335635,335635,7828669,"HS639999","2010-11-28 08:00:00","013XX N BELL AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","true",1424,14,1,24,"26",1161164,1908793,2010,"02/04/2016 06:33:39 AM",41.905414199,-87.683429223,"(41.905414199, -87.683429223)"
"75491",689423,689423,8384357,"HT618024","2011-12-04 03:00:00","057XX S CICERO AVE","0890","THEFT","FROM BUILDING","AIRPORT TERMINAL LOWER LEVEL - SECURE AREA","false","false",813,8,23,56,"06",1145654,1866253,2011,"02/04/2016 06:33:39 AM",41.78899,-87.74148,"(41.788987036, -87.74147999)"
"11844",534246,534246,8143482,"HT377873","2011-07-03 03:45:00","019XX N NASHVILLE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",2513,25,36,25,"14",1132107,1912144,2011,"02/04/2016 06:33:39 AM",41.91516,-87.79009,"(41.915164264, -87.790088793)"
"48250",2105640,2105640,10833527,"JA135337","2017-01-30 05:30:00","040XX W WILCOX ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",1115,11,28,26,"14",1149584,1899032,2017,"02/14/2017 03:49:42 PM",41.87886,-87.72622,"(41.878861855, -87.726220357)"
"78122",14553,14553,7322923,"HS127571","2010-01-19 03:05:00","030XX W MADISON ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","ALLEY","true","false",1124,11,28,27,"18",1156269,1899868,2010,"02/04/2016 06:33:39 AM",41.881023534,-87.701651591,"(41.881023534, -87.701651591)"
"25275",1829780,1829780,10356463,"HY547402","2015-12-22 11:00:00","017XX W GRANVILLE AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE-GARAGE","false","false",2433,24,40,77,"05",1163488,1941229,2015,"12/29/2015 03:55:21 PM",41.99437,-87.67398,"(41.994371589, -87.673975785)"
