"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"2853",17195000100,3909,93,2,1,5,27701,493,43.9
"2854",17195000200,3072,92,3,0,4,29806,409,46.1
"2855",17195000300,3375,90,1,0,5,25024,466,41.9
"2856",17195000400,3002,94,1,1,2,33280,449,46.9
"2857",17195000500,3651,95,1,1,1,24650,479,41.8
"2858",17195000600,4090,90,3,1,3,26125,471,40.7
"2859",17195000700,2871,91,0,2,6,24879,501,44.8
"2860",17195000800,2094,98,0,0,1,23523,437,41.5
"2861",17195000900,3680,78,1,0,20,34080,545,51.3
"2862",17195001000,3119,61,1,0,35,17932,394,37.5
"2863",17195001100,5094,71,2,0,26,21078,485,35
"2864",17195001200,3671,77,1,1,20,23498,499,38.7
"2865",17195001300,2610,89,2,0,9,20686,507,37.2
"2866",17195001400,2303,96,0,0,3,25108,573,46.8
"2867",17195001500,3157,86,2,1,11,17564,446,35.6
"2868",17195001600,2751,82,0,0,18,21631,432,39.7
"2869",17195001700,3490,83,0,1,15,17406,472,39.8
"2870",17195001800,2211,92,0,0,8,27999,338,44.9
"2871",17197880105,8197,40,22,13,24,25047,1282,36
"2872",17197880106,4611,35,23,1,33,21943,1354,29.7
"2873",17197880107,5576,31,19,4,42,22653,1198,29.5
"2874",17197880109,5547,51,28,5,12,31819,1508,39.2
"2875",17197880111,3444,35,13,6,44,23076,1304,30.7
"2876",17197880112,2185,43,11,13,32,23426,1185,33.6
"2877",17197880113,3751,19,21,12,45,17731,1121,26.6
"2878",17197880114,3009,21,18,9,52,18853,785,28.7
"2879",17197880115,3055,32,26,3,37,20073,794,30.7
"2880",17197880116,2888,49,25,2,19,27425,433,36.9
"2881",17197880117,3969,27,34,1,36,18710,749,31.7
"2882",17197880118,5063,79,3,16,0,48491,NA,43
"2883",17197880119,4534,67,3,15,10,53570,1917,42.6
"2884",17197880120,9082,47,16,19,13,36391,1021,35.1
"2885",17197880121,9126,48,21,11,19,32460,1649,35.3
"2886",17197880202,4190,68,6,3,22,24051,682,37.9
"2887",17197880203,4054,56,1,0,41,18199,1192,36.1
"2888",17197880204,5925,61,15,5,18,26081,1178,37.2
"2889",17197880303,4065,82,2,8,6,42575,NA,43
"2890",17197880304,5563,78,2,14,6,47531,NA,38.4
"2891",17197880305,5422,81,0,10,9,45227,NA,40
"2892",17197880306,7115,56,9,24,7,37432,1711,32.3
"2893",17197880307,5625,56,14,20,9,44009,1531,35.9
"2894",17197880308,8402,70,14,15,1,44317,NA,38
"2895",17197880309,5290,74,1,18,5,46595,NA,37.7
"2896",17197880310,11767,69,5,14,11,34834,1500,34.8
"2897",17197880312,9867,66,3,24,5,58836,1646,40
"2898",17197880313,11440,63,6,16,12,34264,1328,31.4
"2899",17197880314,7177,81,5,5,8,36965,1962,32.9
"2900",17197880404,10907,73,10,8,9,31211,1334,29.8
"2901",17197880408,5586,53,9,6,31,22819,1547,28.6
"2902",17197880410,8522,38,16,6,36,24959,1368,30.4
"2903",17197880411,3301,85,1,2,10,39039,932,41.5
"2904",17197880412,4581,71,5,6,18,29575,1380,34.5
"2905",17197880414,4393,75,1,7,16,28335,1096,36
"2906",17197880415,7682,62,7,7,22,25701,1197,33
"2907",17197880416,2925,75,3,5,16,36576,NA,34.7
"2908",17197880417,2661,83,0,1,16,34836,536,34.9
"2909",17197880418,5037,74,2,1,22,32636,NA,34.2
"2910",17197880419,8579,71,7,2,19,26292,466,30.3
"2911",17197880420,10174,66,6,1,26,24783,1323,29.9
"2912",17197880421,6130,81,3,2,10,32067,1048,36.9
"2913",17197880502,5226,89,0,3,5,29990,889,36.9
"2914",17197880503,4030,66,6,3,18,31967,NA,51.1
"2915",17197880505,8047,53,5,4,38,22611,894,30.9
"2916",17197880507,7300,32,11,17,32,18971,1068,28.8
"2917",17197880601,3285,96,0,0,3,35688,1215,41.6
"2918",17197880602,3163,93,0,1,6,32788,707,45.2
"2919",17197880701,4621,77,6,0,14,28583,808,36.4
"2920",17197880702,3041,32,37,1,29,23154,679,34
"2921",17197880901,6434,76,4,0,19,26078,1325,45.6
"2922",17197880903,2722,67,13,0,18,21363,701,38.3
"2923",17197880905,2436,77,4,0,15,26977,975,36.9
"2924",17197881001,4998,87,1,2,9,35582,1077,42.9
"2925",17197881002,5113,91,1,0,6,30650,1748,42.6
"2926",17197881005,3349,93,0,4,2,43221,NA,48
"2927",17197881006,2697,86,0,2,10,34267,1862,41.1
"2928",17197881007,5961,79,9,0,11,38291,NA,37.6
"2929",17197881009,7228,87,2,2,8,35012,NA,31.7
"2930",17197881010,3493,90,0,0,9,28883,NA,32.6
"2931",17197881011,3264,92,0,3,5,33377,1709,43.3
"2932",17197881012,3057,95,2,2,1,34582,NA,41.4
"2933",17197881105,5948,92,1,1,6,41997,1085,41.2
"2934",17197881107,3018,88,2,0,10,29804,929,43.4
"2935",17197881108,6377,87,1,1,9,34480,795,34.7
"2936",17197881109,4689,94,0,0,5,31599,808,34.3
"2937",17197881111,3220,87,0,6,7,41328,972,45.9
"2938",17197881112,5176,91,1,0,9,30410,741,35.1
"2939",17197881113,3701,96,1,0,3,33241,1315,33.7
"2940",17197881115,4228,88,0,0,11,32284,779,35.6
"2941",17197881116,4135,90,0,3,6,33476,NA,39.1
"2942",17197881200,5320,10,65,0,23,15474,777,26.7
"2943",17197881301,2907,5,8,2,85,11505,757,29.6
"2944",17197881302,2018,12,6,1,81,14729,745,30.7
"2945",17197881401,3147,50,12,5,30,19169,725,31.8
"2946",17197881402,2932,66,5,1,23,30778,902,41.6
"2947",17197881500,3496,73,2,0,25,25373,954,35
"2948",17197881601,1711,82,8,0,10,35349,815,47.6
"2949",17197881603,2987,37,34,4,23,21181,712,38.2
"2950",17197881604,2792,48,36,0,12,24489,885,30.2
"2951",17197881700,3241,87,1,1,8,34656,811,40.6
"2952",17197881800,4124,37,9,0,51,16563,707,30.6
"2953",17197881900,3821,18,40,1,38,13229,645,25.7
"2954",17197882000,3362,14,38,1,45,12249,683,28
"2955",17197882100,2996,9,7,0,83,13357,663,30.1
"2956",17197882200,4495,30,12,2,53,14924,732,30.6
"2957",17197882300,4274,56,7,2,34,18864,851,32
"2958",17197882400,3550,7,45,0,46,13560,674,29
"2959",17197882500,2179,4,72,0,21,10450,319,24.5
"2960",17197882601,2934,60,4,0,33,27883,850,35.5
"2961",17197882602,3409,33,11,0,41,11164,720,21
"2962",17197882701,2573,62,5,0,33,28122,839,36.2
"2963",17197882702,2940,51,16,0,27,17781,747,33.3
"2964",17197882801,2593,63,6,10,19,23795,743,41.6
"2965",17197882802,3306,45,36,6,10,16531,737,40.9
"2966",17197882900,2395,64,2,0,32,24927,734,37.4
"2967",17197883000,3847,33,43,2,21,19614,586,42.1
"2968",17197883100,4248,33,46,0,19,22522,788,40.3
"2969",17197883206,4380,68,12,5,14,29213,848,39.2
"2970",17197883208,3100,65,5,0,20,28688,793,38.6
"2971",17197883209,3030,75,11,0,14,27172,2001,33.6
"2972",17197883210,2433,78,12,6,4,46060,648,47.9
"2973",17197883211,6528,64,17,2,16,26513,1009,32.7
"2974",17197883212,6012,77,9,2,10,32699,1425,38
"2975",17197883213,5104,89,2,2,4,37170,1303,43.5
"2976",17197883214,2803,75,2,3,19,27636,533,39.4
"2977",17197883215,10002,61,11,3,22,29027,1895,30.9
"2978",17197883216,2900,80,6,1,9,30052,NA,41.2
"2979",17197883303,3851,96,0,0,3,36280,903,40.2
"2980",17197883304,1778,95,0,0,5,28955,NA,44.4
"2981",17197883305,2820,97,1,0,2,34897,887,40.7
"2982",17197883306,3682,91,0,1,6,28649,838,35.7
"2983",17197883307,4101,91,1,0,8,30227,689,40.2
"2984",17197883401,3917,89,2,0,8,26296,553,37.7
"2985",17197883402,2302,80,1,0,16,27320,724,37.1
"2986",17197883504,4969,94,5,0,1,43519,1375,52.7
"2987",17197883505,8584,77,10,3,5,35990,995,36.2
"2988",17197883507,4004,93,6,0,1,37078,781,40.5
"2989",17197883509,3780,93,0,0,5,31813,843,38
"2990",17197883510,5468,94,0,0,6,30724,1429,32.8
"2991",17197883511,4675,91,1,0,7,29410,837,35.3
"2992",17197883513,5262,93,0,2,3,27235,NA,33.7
"2993",17197883514,7246,79,5,7,8,35874,NA,40.7
"2994",17197883515,3815,94,0,0,5,43039,806,43.1
"2995",17197883516,6875,92,3,2,3,44791,863,40.2
"2996",17197883517,3212,92,0,0,5,39142,972,40.8
"2997",17197883519,5482,91,0,0,8,36878,994,41.5
"2998",17197883521,3931,85,4,2,6,32537,855,34.5
"2999",17197883522,3295,97,0,3,1,36994,NA,42.8
"3000",17197883602,5416,79,11,0,10,33253,918,38.3
"3001",17197883603,3253,33,60,0,6,25296,660,38.7
"3002",17197883605,3323,5,92,0,1,16804,824,25.8
"3003",17197883606,3670,17,70,4,6,24032,1102,32.7
"3004",17197883700,2911,68,7,0,20,20864,588,33.8
"3005",17197883803,2757,16,72,0,3,22020,780,30.5
"3006",17197883804,2610,57,14,1,22,20644,857,37.8
"3007",17197883806,3632,66,23,0,9,34002,881,48.5
"3008",17197883808,2101,85,7,1,7,30439,1552,51.8
"3009",17197883809,2903,75,20,0,4,25519,798,46.1
"3010",17197883810,3753,64,31,2,1,35821,1355,40.7
"3011",17197883811,3180,74,11,6,7,27907,675,45
"3012",17197883902,6282,89,5,1,5,28595,746,41.3
"3013",17197883903,1977,99,0,0,1,28268,747,42.5
"3014",17197883904,4440,99,0,0,1,30628,709,40.9
"3015",17197884003,4274,97,0,0,2,25982,638,39.2
"3016",17197884004,2686,92,0,0,6,27457,965,45.2
"3017",17197884005,1380,96,0,1,1,28148,631,44.8
"3018",17197884006,2179,95,0,0,3,26003,536,43.1
"3019",17197884101,3811,71,11,4,12,23101,1988,37.6
"3020",17197884103,3235,38,13,10,36,28405,1096,35.2
"3021",17197980000,0,NA,NA,NA,NA,NA,NA,NA
"3022",17197980100,2603,19,60,1,16,3665,NA,36
"3023",17199020100,3615,88,8,1,2,18472,360,41.1
"3024",17199020201,5472,94,2,1,1,27038,412,37.3
"3025",17199020202,2640,89,4,0,3,24809,562,39.5
"3026",17199020300,4416,96,3,1,0,25827,471,41
"3027",17199020400,3824,95,2,0,2,16180,415,37.1
"3028",17199020500,3180,97,0,0,3,26522,553,38.7
"3029",17199020600,4199,96,1,0,1,21617,441,36.9
"3030",17199020700,5180,92,0,0,2,20680,435,41.5
"3031",17199020800,6710,98,0,0,1,20420,366,44.5
"3032",17199020900,4608,87,10,2,1,27622,707,40.4
"3033",17199021000,4792,83,9,1,3,24724,510,42.5
"3034",17199021100,3299,81,8,0,4,19342,459,35.6
"3035",17199021200,4945,91,5,3,1,28420,394,42
"3036",17199021300,4746,96,1,0,3,27920,508,41.1
"3037",17199021400,4980,82,9,0,6,22937,517,44.3
"3038",17201000101,4974,89,3,0,6,20511,703,42.6
"3039",17201000103,2761,88,1,1,7,19314,630,38.7
"3040",17201000104,3054,88,2,0,9,19117,633,34.5
"3041",17201000105,4169,92,3,1,3,22011,694,40.2
"3042",17201000200,3396,95,1,0,2,18308,542,40.8
"3043",17201000300,4169,87,5,0,6,20874,625,37.7
"3044",17201000401,2186,81,4,2,7,26178,994,41.7
"3045",17201000402,2952,82,7,4,7,33405,1026,50.6
"3046",17201000403,4289,74,15,3,7,31063,712,46
"3047",17201000501,5315,69,17,1,12,24680,602,40.8
"3048",17201000502,3962,70,14,4,10,24210,634,39.6
"3049",17201000504,6390,83,4,4,7,43701,642,50.6
"3050",17201000506,4125,84,6,2,5,40337,1056,50.4
"3051",17201000507,4016,66,8,8,16,28664,653,38.4
"3052",17201000510,3171,84,3,8,4,48305,790,50.4
"3053",17201000511,2721,56,14,16,12,34917,838,36.5
"3054",17201000512,4959,76,10,3,8,35400,891,46.7
"3055",17201000513,3941,83,4,4,7,29572,931,57.1
"3056",17201000514,3661,88,1,5,5,34167,682,44.7
"3057",17201000600,4128,84,4,0,10,28784,631,42
"3058",17201000700,3192,83,5,1,6,31690,609,38.6
"3059",17201000800,2567,63,16,1,17,20747,526,32.2
"3060",17201001000,2266,31,21,9,26,9406,420,29
"3061",17201001100,1121,60,28,1,7,12372,412,50.7
"3062",17201001200,2370,37,11,9,35,10132,443,29.7
"3063",17201001300,2377,43,31,6,16,13831,493,28.1
"3064",17201001400,3752,70,9,0,17,15966,569,32.4
"3065",17201001500,4973,67,2,1,27,20520,539,36.7
"3066",17201001600,5245,63,23,0,13,19278,592,31.5
"3067",17201001700,3316,61,6,3,29,19635,653,31.2
"3068",17201001800,5199,50,17,1,26,11397,542,29.2
"3069",17201001900,3376,72,11,1,15,15909,613,40.1
"3070",17201002000,2700,59,6,0,34,13215,446,34.7
"3071",17201002100,2213,40,40,5,14,7734,563,27.9
"3072",17201002200,3340,29,38,0,29,16458,547,37.3
"3073",17201002301,2601,45,38,0,14,14951,598,39.6
"3074",17201002302,1294,68,4,0,24,18268,519,42.4
"3075",17201002400,2134,10,76,0,11,11210,392,31
"3076",17201002500,3974,12,72,0,13,7465,613,21.9
"3077",17201002600,3562,18,63,0,14,7839,444,24.2
"3078",17201002700,3544,8,23,0,65,11904,475,29.3
"3079",17201002800,1670,9,22,1,65,9919,520,21.6
"3080",17201002900,1163,66,25,0,8,14205,311,56.1
"3081",17201003000,1707,83,6,3,5,39845,735,44.2
"3082",17201003100,4099,36,39,0,22,16333,518,32.5
"3083",17201003200,3703,17,61,2,14,11301,554,28.9
"3084",17201003300,4227,40,29,0,26,13366,548,29.2
"3085",17201003400,5010,67,14,0,15,18076,635,32.2
"3086",17201003500,2610,74,16,2,6,35523,602,39.6
"3087",17201003601,1685,93,5,0,3,27378,619,48
"3088",17201003602,4193,57,29,2,13,19196,525,41.6
"3089",17201003604,2903,60,24,0,14,22250,519,40.2
"3090",17201003605,1985,71,22,1,4,21587,591,53.9
"3091",17201003606,2870,52,24,0,23,16710,545,35.2
"3092",17201003705,5030,88,2,3,6,30805,536,45.2
"3093",17201003706,6405,72,5,10,10,24108,540,41.4
"3094",17201003707,3686,71,11,5,13,23262,519,35.5
"3095",17201003708,3194,55,21,6,17,19750,687,31.6
"3096",17201003709,2037,66,12,1,18,14459,582,31
"3097",17201003710,2392,76,5,7,13,27050,949,41.4
"3098",17201003711,4582,88,5,1,2,26017,545,41.4
"3099",17201003801,6392,88,4,2,4,26936,859,37.6
"3100",17201003805,7597,90,0,3,6,27045,762,42
"3101",17201003806,4544,93,2,0,4,32281,867,40.6
"3102",17201003807,7267,83,5,6,4,31836,755,36.7
"3103",17201003808,4263,84,3,1,7,26648,687,41.1
"3104",17201003809,4738,89,4,0,6,33769,617,38.9
"3105",17201003901,4821,92,4,2,1,32686,1058,36.5
"3106",17201003903,6018,94,1,3,2,42618,NA,46
"3107",17201003904,4847,94,1,3,0,28459,704,42.3
"3108",17201004001,9002,90,1,2,6,22240,563,35.7
"3109",17201004002,6444,95,1,1,2,28944,564,40.4
"3110",17201004003,2139,71,3,1,22,20042,345,40.8
"3111",17201004100,5120,96,1,0,1,29232,522,48.4
"3112",17201004200,6354,90,2,4,3,29505,625,40.7
"3113",17201004300,5232,97,0,0,1,26316,518,36.5
"3114",17201980000,0,NA,NA,NA,NA,NA,NA,NA
"3115",17203030100,2645,92,0,3,1,26560,511,39.8
"3116",17203030200,2952,99,0,0,1,26287,448,43.6
"3117",17203030300,2814,96,0,0,2,31256,525,42.9
"3118",17203030400,5879,99,0,1,0,29110,546,38.5
"3119",17203030501,7463,94,2,1,3,41670,911,42.6
"3120",17203030502,2623,96,0,1,1,32221,510,46.8
"3121",17203030601,6290,96,2,0,2,25365,435,39.2
"3122",17203030602,3568,97,1,1,1,32205,341,34.7
"3123",17203030700,4669,97,0,0,2,27038,523,35.9
